Dia;Mes;Año;Hora ;Minuto;Humedad;Temperatura;P25;P10;P1;P25;P10
1;3;2018;21;28;40.8;26.2;5.5;17.9;16;23;23
1;3;2018;21;29;41;26.2;4.9;13;15;20;21
1;3;2018;21;30;41.9;26.1;6;15.1;15;20;21
1;3;2018;21;31;41.6;26.1;5.4;13.6;19;27;31
1;3;2018;21;32;42;26.1;6.2;15.4;19;28;32
1;3;2018;21;33;41.8;26.1;5.8;12.6;22;31;37
1;3;2018;21;34;41.7;26.1;6.1;14.1;21;31;39
1;3;2018;21;35;41.7;26.1;5.9;16.5;22;32;34
1;3;2018;21;36;41.9;26;6.6;13.2;22;32;34
1;3;2018;21;37;42.1;26;6;15.1;21;28;30
1;3;2018;21;38;41.9;25.9;6.4;17.4;21;28;30
1;3;2018;21;39;41.3;25.9;8.2;48.2;21;33;40
1;3;2018;21;40;41.7;25.9;6.3;15.1;21;33;40
1;3;2018;21;41;41.7;25.9;7;24.3;22;35;41
1;3;2018;21;42;42.5;25.9;6.8;20.9;22;35;42
1;3;2018;21;43;41.9;25.8;6.9;19.1;23;34;43
1;3;2018;21;44;42.1;25.8;7.8;18.8;23;34;43
1;3;2018;21;45;42.8;25.8;7.9;23;26;39;48
1;3;2018;21;46;42.5;25.8;8.6;26.4;26;39;48
1;3;2018;21;47;42.3;25.8;8.4;20.4;25;38;46
1;3;2018;21;48;42.6;25.8;9.2;19.5;25;38;48
1;3;2018;21;49;42.6;25.8;8.8;24.8;24;39;48
1;3;2018;21;50;43.4;25.7;8.4;17.5;24;39;48
1;3;2018;21;51;43.6;25.8;8.7;23.8;25;39;49
1;3;2018;21;52;43.5;25.7;9.1;23.5;26;39;49
1;3;2018;21;53;44.4;25.7;9.7;19.4;25;35;40
1;3;2018;21;54;44;25.7;10.2;25.5;25;35;40
1;3;2018;21;55;44;25.7;10.3;20.8;27;39;47
1;3;2018;21;56;44.1;25.6;10.2;22.9;27;39;47
1;3;2018;21;57;43.8;25.6;12;21.8;25;38;45
1;3;2018;21;59;43.6;25.6;12.6;25.5;24;38;44
1;3;2018;22;0;43.1;25.6;12.5;28.6;24;36;42
1;3;2018;22;1;43.3;0;13.2;27.7;24;36;41
1;3;2018;22;2;43.4;25.5;13.1;27.1;26;37;47
1;3;2018;22;3;44.1;25.5;12.6;25.1;26;37;46
1;3;2018;22;4;43.8;25.5;13.2;29.5;24;35;42
1;3;2018;22;5;43.3;25.4;13.2;27.8;24;35;42
1;3;2018;22;6;43.6;25.4;13.3;25.5;23;37;44
1;3;2018;22;7;44;25.3;12.9;28.1;23;37;44
1;3;2018;22;8;44.2;25.3;12.6;22.9;22;32;37
1;3;2018;22;9;44.7;25.3;11.7;24.7;22;32;37
1;3;2018;22;10;44;25.3;11.8;27.5;23;35;41
1;3;2018;22;11;43.6;25.2;11;24.9;23;35;41
1;3;2018;22;12;43.3;25.2;12.3;23.1;22;32;36
1;3;2018;22;13;43.6;25.2;12.1;28.7;22;32;38
1;3;2018;22;14;43.3;25.1;11.9;24.5;22;33;38
1;3;2018;22;15;44.3;25.1;11.7;20.8;22;33;38
1;3;2018;22;16;44;25.1;10.8;22.1;23;34;38
1;3;2018;22;17;44;25.1;10.5;26.7;23;34;38
1;3;2018;22;18;43.8;25.1;10.2;17.9;23;33;38
1;3;2018;22;19;43.9;25.1;9.8;15.5;23;33;38
1;3;2018;22;20;43.8;25.1;9.5;19.1;24;35;43
1;3;2018;22;21;43.2;25;9.8;19.6;24;35;43
1;3;2018;22;22;43.7;25;9.1;18.7;25;38;45
1;3;2018;22;23;43.7;25;9.8;20.1;24;38;45
1;3;2018;22;24;42.6;25;10.5;18.1;25;38;44
1;3;2018;22;25;43.3;25;9.6;18.2;25;38;44
1;3;2018;22;26;43.5;25;9.9;15.1;26;40;49
1;3;2018;22;27;42.9;25;10.4;25.2;26;40;50
1;3;2018;22;28;43.2;24.9;10.4;19.1;23;37;44
1;3;2018;22;29;44.5;24.9;10.5;20;23;37;44
1;3;2018;22;30;44.5;24.9;10.4;20.6;27;41;50
1;3;2018;22;31;43.8;24.9;10.4;22.7;27;41;50
1;3;2018;22;32;43.9;24.8;10.6;19.9;28;43;50
1;3;2018;22;33;44.2;24.8;11.2;18.6;28;43;50
1;3;2018;22;34;43.9;24.9;11.9;21;26;38;45
1;3;2018;22;35;43.7;24.8;12.1;20.6;26;38;45
1;3;2018;22;36;43.4;24.8;11.8;23.2;26;39;47
1;3;2018;22;37;43.8;24.8;12.2;23;25;39;48
1;3;2018;22;38;43.8;24.8;12.4;23.6;27;39;48
1;3;2018;22;39;44.2;24.8;12.5;25.1;26;39;48
1;3;2018;22;40;43.8;24.7;11.7;24.3;26;38;47
1;3;2018;22;41;43.8;24.8;14.2;23.2;24;38;46
1;3;2018;22;42;43.7;24.7;14.1;25.9;24;37;45
1;3;2018;22;43;43.7;24.7;14.4;27.9;23;35;39
1;3;2018;22;44;44.4;24.7;14.2;32.6;23;35;39
1;3;2018;22;45;44.7;24.7;12.2;22.5;24;33;37
1;3;2018;22;46;44.7;24.7;12.7;21.2;24;33;37
1;3;2018;22;47;43.1;24.7;13.7;27.2;24;35;39
1;3;2018;22;48;43.4;24.6;13.6;24.2;24;35;39
1;3;2018;22;49;43.4;24.6;13.6;25.9;23;33;40
1;3;2018;22;50;44.1;24.6;12.7;24.9;23;33;40
1;3;2018;22;51;44.6;24.6;13;22.3;20;32;35
1;3;2018;22;52;43.6;24.6;11.7;17.9;20;32;35
1;3;2018;22;53;43;24.5;10.9;19.2;21;30;36
1;3;2018;22;54;42.9;24.5;11;22.9;21;30;36
1;3;2018;22;55;43.5;24.5;10.8;16.3;21;30;37
1;3;2018;22;56;43.1;24.4;10;16.6;21;30;37
1;3;2018;22;57;43.4;24.4;10;17.9;21;31;37
1;3;2018;22;58;43.6;24.4;10.9;19.1;21;31;37
1;3;2018;22;59;43.5;24.4;10.5;19.4;20;29;31
1;3;2018;23;1;43.8;24.4;10.7;18.8;19;28;30
1;3;2018;23;2;43.6;24.4;11;19.6;15;25;27
1;3;2018;23;3;43.5;24.3;10;17.2;15;25;27
1;3;2018;23;4;44.2;24.3;9.7;14.6;16;27;27
1;3;2018;23;5;44.2;24.3;9.5;16.6;16;27;27
1;3;2018;23;6;43.4;24.3;8.8;17.2;18;29;32
1;3;2018;23;7;43.7;24.3;9.6;15.4;18;30;32
1;3;2018;23;8;43.1;24.3;9.5;16.3;18;25;26
1;3;2018;23;9;43;24.2;8.9;16.4;18;25;26
1;3;2018;23;10;43.1;24.2;9.6;17.2;19;27;29
1;3;2018;23;11;43.3;24.2;8.8;14.7;19;27;29
1;3;2018;23;12;43.9;24.2;8.7;12.4;19;28;29
1;3;2018;23;13;44.1;24.2;7.1;10.7;19;28;29
1;3;2018;23;14;43.5;24.1;6.5;11.8;22;30;37
1;3;2018;23;15;44;24.2;7.5;17.5;22;30;37
1;3;2018;23;16;43.6;24.1;8.2;12.3;25;38;46
1;3;2018;23;17;43.2;24.1;7.6;15.2;25;37;46
1;3;2018;23;18;44;24.1;7.4;12.2;27;41;48
1;3;2018;23;19;43.5;24.1;7.6;13.1;27;41;48
1;3;2018;23;20;43.5;24.1;8.1;16.4;28;42;52
1;3;2018;23;21;43.1;24.1;6.7;11.2;28;42;52
1;3;2018;23;22;43.3;24;7.4;16.1;23;35;43
1;3;2018;23;23;43.5;24.1;8.1;14;23;35;43
1;3;2018;23;24;43.5;24;7.9;13.5;22;34;40
1;3;2018;23;25;43.8;24;8.1;14.6;22;35;41
1;3;2018;23;26;43.7;24;9.9;18.9;23;35;38
1;3;2018;23;27;43.8;24;14.4;21;23;35;38
1;3;2018;23;28;44.6;24;14.3;21.2;19;32;35
1;3;2018;23;29;43.9;23.9;18.3;29.8;20;34;37
1;3;2018;23;30;44.8;24;17.4;28.1;22;31;35
1;3;2018;23;31;44;23.9;16.2;31.1;21;30;34
1;3;2018;23;32;44;23.9;16.2;23.7;20;30;33
1;3;2018;23;33;44.7;23.9;14.6;26.8;20;30;34
1;3;2018;23;34;44.7;23.9;12.5;23;22;32;36
1;3;2018;23;35;45.1;23.9;11.8;19.9;22;32;36
1;3;2018;23;36;45.5;23.9;10.9;19.7;20;30;33
1;3;2018;23;37;45.1;23.8;10.1;17.1;20;30;33
1;3;2018;23;38;45.1;23.9;9.2;21.1;21;33;41
1;3;2018;23;39;44.9;23.8;9.2;17.6;21;33;41
1;3;2018;23;40;45;23.8;9.3;18.2;21;34;41
1;3;2018;23;41;45.3;23.8;9.3;22.4;21;33;41
1;3;2018;23;42;45.5;23.8;9.7;25.1;20;29;30
1;3;2018;23;43;45.4;23.8;8.2;15.9;20;29;30
1;3;2018;23;44;45.5;23.8;8.6;19.8;20;33;35
1;3;2018;23;45;45.7;23.8;8.3;18.8;20;33;35
1;3;2018;23;46;45.5;23.8;8.6;22.8;19;31;33
1;3;2018;23;47;45.5;23.7;9.4;19.3;19;31;33
1;3;2018;23;48;45.6;23.7;8.2;16.2;23;35;43
1;3;2018;23;49;45.3;23.7;9.1;22.6;24;36;44
1;3;2018;23;50;45.8;23.7;8.5;19.5;24;37;46
1;3;2018;23;51;46.3;23.7;8.6;19.7;24;37;46
1;3;2018;23;52;45.9;23.6;9;16.6;24;38;45
1;3;2018;23;53;46.1;23.6;8.3;14.7;24;38;45
1;3;2018;23;54;46.5;23.6;8.2;17.1;23;33;41
1;3;2018;23;55;46.1;23.6;8.1;17.4;23;33;41
1;3;2018;23;56;45.6;23.6;7.1;10.6;23;32;36
1;3;2018;23;57;45;23.6;7.6;17;23;33;38
1;3;2018;23;58;45;23.6;8.6;15.5;24;36;41
1;3;2018;23;59;45.4;23.5;8.1;13.1;24;36;41
2;3;2018;0;0;44.9;23.5;9.1;16.7;24;37;45
2;3;2018;0;1;45.4;23.5;8.8;14.1;24;37;45
2;3;2018;0;2;46.2;23.5;9.4;18.6;24;36;42
2;3;2018;0;4;45.8;23.5;9.5;14.2;24;36;43
2;3;2018;0;5;45.7;23.5;9.5;16.1;23;36;45
2;3;2018;0;6;45.5;23.4;9;14.3;23;38;45
2;3;2018;0;7;45.2;23.4;8.8;13.4;21;31;33
2;3;2018;0;8;45.4;23.4;9.4;18.1;22;32;34
2;3;2018;0;9;45.5;23.4;9.2;12.3;22;34;40
2;3;2018;0;10;45.8;23.4;10.7;17.7;22;34;40
2;3;2018;0;11;44.9;23.4;10.6;17;23;36;42
2;3;2018;0;12;45.3;23.4;10.4;20.4;23;36;43
2;3;2018;0;13;44.6;23.4;11.4;15.6;22;31;33
2;3;2018;0;14;44.8;23.3;11.8;20.3;22;31;33
2;3;2018;0;15;45.5;23.3;10.9;17.2;24;40;49
2;3;2018;0;16;45.4;23.3;11.2;16.6;24;40;49
2;3;2018;0;17;46.2;23.3;12.1;21;26;40;47
2;3;2018;0;18;46.7;23.3;9.9;16.7;26;40;47
2;3;2018;0;19;46.8;23.3;10.8;17.3;26;39;49
2;3;2018;0;20;47;23.3;11.5;22.5;26;39;49
2;3;2018;0;21;47.3;23.3;10.7;18.4;27;40;49
2;3;2018;0;22;48;23.3;10.7;17;27;40;49
2;3;2018;0;23;48;23.3;10.6;19.4;26;41;49
2;3;2018;0;24;47.7;23.3;10.7;18.5;26;41;49
2;3;2018;0;25;47.5;23.3;11.9;18.2;25;38;46
2;3;2018;0;26;47.6;23.2;11.6;20.4;25;38;47
2;3;2018;0;27;48.7;23.2;12.9;20;26;41;52
2;3;2018;0;28;47.2;23.2;14.3;24;26;40;52
2;3;2018;0;29;48.5;23.2;14.4;25.1;24;35;42
2;3;2018;0;30;48.5;23.2;15.6;24.2;23;34;41
2;3;2018;0;31;48.8;23.2;15.1;27;23;35;42
2;3;2018;0;32;48.4;23.2;15.1;24.2;23;35;42
2;3;2018;0;33;48.4;23.2;15.6;27.2;22;32;37
2;3;2018;0;34;48.5;23.2;13.6;20.9;22;32;37
2;3;2018;0;35;48.5;23.2;14.3;26.2;19;28;30
2;3;2018;0;36;48.8;23.2;13.7;26.2;19;28;30
2;3;2018;0;37;49;23.2;11.9;23.9;20;30;34
2;3;2018;0;38;49;23.2;13.5;25.2;21;31;33
2;3;2018;0;39;49.3;23.2;13;30.9;19;28;30
2;3;2018;0;40;48.4;23.2;13.8;30.9;19;28;30
2;3;2018;0;41;48.8;23.1;12.2;23.6;18;25;28
2;3;2018;0;42;48.7;23.2;11.7;28.4;18;25;28
2;3;2018;0;43;48.3;23.1;12.5;31.5;21;32;37
2;3;2018;0;44;48.7;23.1;12.4;29.9;21;32;37
2;3;2018;0;45;48.4;23.1;10.2;22.9;18;28;35
2;3;2018;0;46;47.9;23.1;9.5;23.1;18;28;35
2;3;2018;0;47;48.4;23.1;8.3;25;22;32;37
2;3;2018;0;48;48;23.1;9.5;17.7;22;32;37
2;3;2018;0;49;48;23;9.3;21.7;20;31;39
2;3;2018;0;50;48.6;23;8.6;19.4;20;30;38
2;3;2018;0;51;50.2;23;8.4;25.5;22;33;44
2;3;2018;0;52;49.2;23;8.8;18.4;22;36;47
2;3;2018;0;53;49.5;23;9;19.2;22;35;40
2;3;2018;0;54;48.7;22.9;9.2;20.7;22;35;40
2;3;2018;0;55;49.2;22.9;9.2;18.2;23;36;41
2;3;2018;0;56;49.2;22.9;8.8;20.2;23;36;41
2;3;2018;0;57;49.6;22.8;8.6;24.5;20;28;29
2;3;2018;0;58;48.8;22.9;9;22.6;20;28;29
2;3;2018;0;59;49.2;22.9;9.1;17.2;18;30;34
2;3;2018;1;0;49.2;22.9;9.4;16.5;18;30;34
2;3;2018;1;1;48.9;22.9;9;13.4;19;32;34
2;3;2018;1;2;48.9;22.9;10.3;22.3;19;31;35
2;3;2018;1;3;49.3;22.9;9.8;22.5;18;24;29
2;3;2018;1;4;49.2;22.9;10.9;17.2;18;24;29
2;3;2018;1;6;47.7;22.8;11.9;28.7;15;26;27
2;3;2018;1;7;48.6;22.8;11;18.6;15;26;26
2;3;2018;1;8;49.5;22.8;10;22.2;16;22;23
2;3;2018;1;9;49.6;22.8;9.1;18.2;16;22;24
2;3;2018;1;10;50.1;22.7;9.2;13.1;15;23;24
2;3;2018;1;11;50.1;22.7;8.8;14.7;15;23;25
2;3;2018;1;12;49;22.7;8.1;20.9;14;24;25
2;3;2018;1;13;48.8;22.7;8.1;18.6;14;24;25
2;3;2018;1;14;49.4;22.7;7.3;18.5;13;17;20
2;3;2018;1;15;49.6;22.6;7.7;14.8;13;17;20
2;3;2018;1;16;49.5;22.6;6.4;19.8;14;23;24
2;3;2018;1;17;49.7;22.6;6.4;13;14;23;24
2;3;2018;1;18;50;22.6;7.3;17.6;18;29;32
2;3;2018;1;19;50.4;22.6;6.9;12.8;18;29;32
2;3;2018;1;20;49.7;22.6;6.4;12.2;16;27;30
2;3;2018;1;21;49.8;22.6;6.7;14.6;16;27;30
2;3;2018;1;22;50.1;22.5;6.8;13.7;16;24;26
2;3;2018;1;23;50.3;22.5;6.4;12;17;25;27
2;3;2018;1;24;49.7;22.5;6.2;11.8;15;21;24
2;3;2018;1;25;50.2;22.5;6.3;12.3;15;21;25
2;3;2018;1;26;49;22.5;5.9;9.8;15;22;27
2;3;2018;1;27;49.4;22.5;6.3;13.5;14;21;24
2;3;2018;1;28;49.4;22.4;7.2;15.5;14;27;30
2;3;2018;1;29;49.8;22.4;7.9;10.5;14;27;30
2;3;2018;1;30;49.3;22.4;9.2;16.8;14;22;22
2;3;2018;1;31;49.8;22.4;8.4;18.9;14;22;22
2;3;2018;1;32;50.9;22.3;8.3;17.8;15;20;25
2;3;2018;1;33;50.2;22.3;7.9;12.9;15;20;25
2;3;2018;1;34;50.5;22.3;7.5;12.3;16;24;25
2;3;2018;1;35;51.6;22.3;7.8;15.6;16;24;25
2;3;2018;1;36;51.4;22.3;7;13;12;20;21
2;3;2018;1;37;50.6;22.2;7.6;16.5;12;20;21
2;3;2018;1;38;52.1;22.2;7.2;12.6;15;23;26
2;3;2018;1;39;51.8;22.2;8.3;13.7;15;23;26
2;3;2018;1;40;52.2;22.2;8.6;15.1;14;19;20
2;3;2018;1;41;51.8;22.2;7.7;14.7;14;19;21
2;3;2018;1;42;51.2;22.2;7.3;11.9;12;19;21
2;3;2018;1;43;51.6;22.1;6.7;13.2;12;19;21
2;3;2018;1;44;51.9;22.1;7.1;14.4;13;19;22
2;3;2018;1;45;51;22.1;6;12.2;13;20;23
2;3;2018;1;46;50.6;22.1;7.4;15.9;13;19;19
2;3;2018;1;47;51.2;22.1;6.9;14.9;14;20;20
2;3;2018;1;48;51.7;22;7.1;16.7;14;20;21
2;3;2018;1;49;51.7;22.1;6.1;10.1;14;20;21
2;3;2018;1;50;51.6;22;6;11.6;11;19;19
2;3;2018;1;51;51.7;22;6.6;14.6;12;20;20
2;3;2018;1;52;51.7;22;7.1;15;13;20;25
2;3;2018;1;53;50.7;22;6.5;12.7;13;20;25
2;3;2018;1;54;51.8;22;6.3;12.2;10;15;20
2;3;2018;1;55;51.7;22;6;13.2;10;15;20
2;3;2018;1;56;52.2;21.9;5.8;10.1;11;20;26
2;3;2018;1;57;52.3;21.9;6.3;13.2;11;20;26
2;3;2018;1;58;52.3;22;6;12.2;14;19;19
2;3;2018;1;59;52.2;21.9;5.7;12.6;14;18;18
2;3;2018;2;0;52.3;21.9;5.6;12.1;12;17;20
2;3;2018;2;1;52.1;21.9;5.6;13;12;17;20
2;3;2018;2;2;51.8;21.9;5.4;8.5;11;16;16
2;3;2018;2;3;52.7;21.8;5.7;12.7;11;16;16
2;3;2018;2;4;52.7;21.8;5.6;11.6;13;18;19
2;3;2018;2;5;52.7;21.8;5.1;12;11;16;19
2;3;2018;2;6;51.8;21.8;5.2;11.1;11;15;20
2;3;2018;2;8;52.1;21.8;4.7;8.1;11;15;20
2;3;2018;2;9;52.2;21.8;5.1;11;11;17;20
2;3;2018;2;10;52.1;21.8;5.3;11.3;11;17;20
2;3;2018;2;11;53.1;21.8;5;10.5;12;18;19
2;3;2018;2;12;53.3;21.8;4.7;11.8;11;17;18
2;3;2018;2;13;52.8;21.8;4.9;10.7;11;16;16
2;3;2018;2;14;53.2;21.7;5;10.5;11;16;16
2;3;2018;2;15;53.2;21.8;4.6;7.8;9;13;15
2;3;2018;2;16;53;21.7;4.7;9.3;10;14;16
2;3;2018;2;17;53.2;21.7;4.5;6.9;10;13;14
2;3;2018;2;18;53.4;21.7;5.1;14.2;10;13;13
2;3;2018;2;19;53.3;21.7;5.5;13.1;12;17;17
2;3;2018;2;20;53.6;21.7;4.9;9.2;12;17;17
2;3;2018;2;21;53;21.6;5.2;12.3;11;14;15
2;3;2018;2;22;52.9;21.7;4.3;8.2;12;14;14
2;3;2018;2;23;52.6;21.6;4.8;9.9;10;20;21
2;3;2018;2;24;53.4;21.6;5;10.9;10;20;21
2;3;2018;2;25;53.2;21.6;4.4;10.1;11;13;16
2;3;2018;2;26;53.1;21.6;5.3;13.1;11;13;16
2;3;2018;2;27;53.2;21.6;4.5;11.3;9;13;16
2;3;2018;2;28;53.3;21.6;4.4;9;9;12;15
2;3;2018;2;29;53.9;21.6;4.3;7.9;9;14;14
2;3;2018;2;30;53.7;21.6;4.7;12.6;9;14;14
2;3;2018;2;31;53.2;21.6;4.3;10.3;9;16;19
2;3;2018;2;32;53.8;21.5;4.1;9.4;9;16;19
2;3;2018;2;33;52.9;21.5;4.1;10;8;14;14
2;3;2018;2;34;53.4;21.5;4.2;9.1;9;13;14
2;3;2018;2;35;53.4;21.5;3.9;9.2;10;14;14
2;3;2018;2;36;53.4;21.4;4;7.6;10;14;14
2;3;2018;2;37;53.8;21.4;4.1;7.7;7;11;11
2;3;2018;2;38;53.9;21.4;4.1;8.5;7;11;11
2;3;2018;2;39;53.8;21.4;3.8;7.2;10;13;14
2;3;2018;2;40;53.5;21.4;3.6;6;10;13;14
2;3;2018;2;41;53.2;21.4;4.1;12.3;8;12;14
2;3;2018;2;42;54.1;21.4;4;9.8;8;12;14
2;3;2018;2;43;54.1;21.3;4.2;13.4;8;11;15
2;3;2018;2;44;54.9;21.4;4;9;8;11;15
2;3;2018;2;45;54.3;21.3;3.7;9.4;9;11;12
2;3;2018;2;46;53.7;21.3;3.9;10.1;9;11;12
2;3;2018;2;47;54.1;21.3;3.3;8.3;8;10;12
2;3;2018;2;48;54;21.2;3.5;8.9;8;10;12
2;3;2018;2;49;54.1;21.2;3.6;6.7;8;12;15
2;3;2018;2;50;54;21.3;3.2;5.7;8;12;15
2;3;2018;2;51;53.7;21.2;3.3;6.7;7;12;15
2;3;2018;2;52;54.3;21.2;3.2;7.3;6;11;14
2;3;2018;2;53;54.1;21.2;3.5;7.7;6;10;11
2;3;2018;2;54;53.3;21.2;3;6.2;6;10;11
2;3;2018;2;55;53.9;21.2;3.1;7.3;7;11;14
2;3;2018;2;56;53.8;21.2;3.1;6.2;9;13;15
2;3;2018;2;57;53.4;21.2;3.7;8.7;7;12;12
2;3;2018;2;58;54;21.2;3;10.7;7;12;12
2;3;2018;2;59;53.9;21.1;3.5;6.5;9;11;12
2;3;2018;3;0;54.2;21.2;3.4;10;9;11;12
2;3;2018;3;1;54.4;21.2;3.3;11.1;8;11;11
2;3;2018;3;2;54.6;21.1;3.5;8.7;9;12;12
2;3;2018;3;3;54.5;21.1;3.6;7.2;9;12;12
2;3;2018;3;4;54.7;21.1;3.3;7.1;9;12;12
2;3;2018;3;5;55.6;21.1;3.1;7.5;7;11;14
2;3;2018;3;6;55.1;21.1;3.2;8.6;7;11;14
2;3;2018;3;7;54.9;21.1;3;7.9;7;11;12
2;3;2018;3;8;54.5;21.1;2.9;7.2;7;11;12
2;3;2018;3;10;54.9;21.1;3;11.7;8;14;16
2;3;2018;3;11;54.3;21.1;2.8;6.1;8;14;16
2;3;2018;3;12;54.5;21.1;2.9;7.8;8;13;17
2;3;2018;3;13;55.4;21.1;3.1;9.5;9;14;17
2;3;2018;3;14;56;21.1;3.1;8.1;9;11;11
2;3;2018;3;15;55.5;21;3.6;9.2;8;11;11
2;3;2018;3;16;55;21.1;3.1;8.4;7;9;11
2;3;2018;3;17;54.7;21.1;3.5;7.3;7;9;11
2;3;2018;3;18;55;21.1;3;7.6;8;10;10
2;3;2018;3;19;55.3;21.1;2.9;10.1;8;10;10
2;3;2018;3;20;54.7;21.1;3.1;8.4;8;9;9
2;3;2018;3;21;55.5;21.1;3.4;8.1;9;13;16
2;3;2018;3;22;55.3;21.1;3.4;7.3;8;13;13
2;3;2018;3;23;55;21.1;3.2;10.1;7;12;15
2;3;2018;3;24;55;21.1;3.3;5.4;8;13;16
2;3;2018;3;25;54.5;21;3.3;15.3;8;10;10
2;3;2018;3;26;54.5;21;3.3;9.7;8;10;10
2;3;2018;3;27;55.1;21;3.1;15.7;6;9;9
2;3;2018;3;28;54.4;21;2.9;8.1;6;9;9
2;3;2018;3;29;55.6;20.9;3.5;8;7;10;12
2;3;2018;3;30;57.4;20.9;3.2;7.6;7;10;12
2;3;2018;3;31;55.3;20.9;2.8;5.3;7;9;9
2;3;2018;3;32;53.9;20.9;2.8;6.3;7;9;9
2;3;2018;3;33;54.3;20.9;2.4;4.5;7;12;12
2;3;2018;3;34;55.4;20.9;3;7.7;7;12;12
2;3;2018;3;35;54.9;20.9;2.6;7.1;8;12;12
2;3;2018;3;36;54.6;20.9;2.7;7.8;8;10;12
2;3;2018;3;37;54.5;20.8;2.2;4;5;7;8
2;3;2018;3;38;54.5;20.8;3.6;5.4;5;7;8
2;3;2018;3;39;55.3;20.8;2.9;7.9;7;10;10
2;3;2018;3;40;55.1;20.8;2.7;7.6;7;9;9
2;3;2018;3;41;54.3;20.8;2.7;7.5;7;9;12
2;3;2018;3;42;55.4;20.8;2.6;12.5;7;9;12
2;3;2018;3;43;55.1;20.8;2.9;7;8;10;15
2;3;2018;3;44;55.1;20.8;2.9;5.5;7;10;15
2;3;2018;3;45;55.1;20.8;2.9;6.7;7;10;11
2;3;2018;3;46;55.8;20.8;3;7.5;7;10;11
2;3;2018;3;47;55.3;20.7;2.5;6.6;7;10;11
2;3;2018;3;48;56.3;20.7;2.6;6.5;7;10;10
2;3;2018;3;49;55.3;20.7;2.3;6.1;8;10;11
2;3;2018;3;50;54.5;20.7;2.5;5.7;8;10;11
2;3;2018;3;51;55.6;20.7;3;7.7;7;9;12
2;3;2018;3;52;54.6;20.6;2.9;6.3;7;9;9
2;3;2018;3;53;55.4;20.6;2.5;5.8;7;10;10
2;3;2018;3;54;55.9;20.7;2.4;5.6;7;10;10
2;3;2018;3;55;53.9;20.7;2.4;4.2;7;11;11
2;3;2018;3;56;54.4;20.6;2.9;9.3;7;10;11
2;3;2018;3;57;55.5;20.6;2.9;7.9;6;8;8
2;3;2018;3;58;55.4;20.6;2.5;7;6;8;8
2;3;2018;3;59;56.4;20.6;2.2;4.6;9;12;12
2;3;2018;4;0;55.9;20.6;2.5;5.4;9;12;12
2;3;2018;4;1;55.2;20.5;2.4;5.6;7;11;11
2;3;2018;4;2;55;20.6;2.2;5.1;7;11;11
2;3;2018;4;3;54.8;20.6;2.9;6.7;8;11;11
2;3;2018;4;4;55;20.5;2.7;4.2;7;10;10
2;3;2018;4;5;55.3;20.5;2.6;5.9;6;11;14
2;3;2018;4;6;55;20.5;2.4;5.9;6;11;14
2;3;2018;4;7;55.4;20.5;2.4;5.4;7;11;11
2;3;2018;4;8;55;20.5;2.8;8.5;7;11;11
2;3;2018;4;9;54.9;20.5;2.5;5.2;9;16;20
2;3;2018;4;10;55.4;20.5;2.8;11.5;9;16;20
2;3;2018;4;11;56;20.5;3.2;7.4;9;12;15
2;3;2018;4;13;55.9;20.5;2.4;4.6;9;12;15
2;3;2018;4;14;55.3;20.5;2.7;8.5;9;13;13
2;3;2018;4;15;55.9;20.4;2.9;7.6;8;12;12
2;3;2018;4;16;55.8;20.5;2.6;5.9;9;12;16
2;3;2018;4;17;55.2;20.4;2.7;4;9;12;16
2;3;2018;4;18;54.6;20.5;2.4;5.7;8;13;13
2;3;2018;4;19;54.2;20.4;2.6;7.3;8;12;12
2;3;2018;4;20;56;20.5;2.5;5.8;6;10;11
2;3;2018;4;21;55.9;20.4;2.6;4.5;6;10;11
2;3;2018;4;22;55.2;20.4;2.6;5.1;8;11;13
2;3;2018;4;23;54.8;20.4;2.4;5.7;8;11;13
2;3;2018;4;24;54.8;20.4;2.6;7.2;7;9;10
2;3;2018;4;25;54.9;20.4;2.3;4.5;7;9;10
2;3;2018;4;26;55.9;20.4;2.7;6.4;7;10;10
2;3;2018;4;27;55.2;20.4;2.8;5.9;7;10;10
2;3;2018;4;28;55.1;20.4;2.8;6.2;7;10;11
2;3;2018;4;29;55;20.4;2.7;5.7;7;10;11
2;3;2018;4;30;55.2;20.4;2.2;4;6;8;8
2;3;2018;4;31;55.3;20.3;2.7;6.1;6;8;8
2;3;2018;4;32;55.4;20.3;2.4;5.5;6;9;12
2;3;2018;4;33;56.4;20.3;2.7;4.9;6;9;12
2;3;2018;4;34;56.2;20.3;2.6;5;4;8;8
2;3;2018;4;35;57.1;20.3;2.2;4.1;4;8;8
2;3;2018;4;36;56.1;20.3;2.3;4;6;8;10
2;3;2018;4;37;55.7;20.3;2.3;5.3;6;8;10
2;3;2018;4;38;56.1;20.3;2.6;7.4;7;8;8
2;3;2018;4;39;55.5;20.3;2.7;4.4;7;8;8
2;3;2018;4;40;55;20.3;2.4;6.4;5;7;7
2;3;2018;4;41;55.4;20.3;2.4;5.2;5;7;7
2;3;2018;4;42;55.4;20.3;2.4;3.9;5;7;9
2;3;2018;4;43;56;20.3;2.8;5.8;5;7;9
2;3;2018;4;44;57.4;20.2;2.1;3.2;4;6;6
2;3;2018;4;45;55.9;20.2;2.3;5.3;5;6;6
2;3;2018;4;46;55.5;20.2;1.9;3.4;4;6;6
